id,title,country,country_code,region,sub_region,trip_type,trip_type_id,duration_days,best_period_months,best_period_window,budget_tier,budget_low_eur,budget_high_eur,acc_low,acc_high,food_low,food_high,trans_low,trans_high,act_low,act_high,difficulty,fitness_level,basecamps,gateway_airport,gateway_airport_code,currency,languages,tags,lat,lon,coord_precision,verify_flag_count,word_count,source_batch,source_file
fr-water-sports-quiberon-morbihan,Quiberon and the Golfe du Morbihan by Board and Kayak,France,FR,Western & Central Europe,"Morbihan, Brittany",Water Sports & Coastal Trips,10,7,June|July|August|September,July and August bring the most reliable thermal afternoon breeze on the Côte Sauvage; June and September keep the Golfe's currents just as strong with far fewer boats.,€€,960,1400,470,680,240,330,100,150,150,240,3,Active,Quiberon,Nantes Atlantique (NTE),NTE,EUR,French,surf|sea-kayak|golfe-du-morbihan|tidal-currents|belle-ile,48.8534,2.3488,country,0,2032,western-central,cartatripsv1/trips/fr-water-quiberon-morbihan.md
gr-water-sports-cyclades-paros-naxos,Meltemi Weeks: Paros & Naxos on Board and Kite,Greece,GR,Southern & Mediterranean Europe,"Cyclades — Paros, Antiparos & Naxos",Water Sports & Coastal Trips,10,7,May|June|September,Mid-June–mid-September for wind; late May and late September for wind plus swimmable calm,€€,1450,2250,560,980,280,420,190,330,420,520,3,Active,,"JTR is wrong for this trip — use PAS Paros National (seasonal Athens and limited European) 20 min to Golden Beach, JNX Naxos Island National 10 min to Naxos Town, or ATH Athens + Blue Star ferry to Paros 3 h 45 min / Naxos 4 h 30 min",JTR,,,kitesurfing|windsurfing|meltemi|cyclades|paros|naxos|freediving|snorkelling|iko|vdws,37.9838,23.7278,country,0,4191,southern-mediterranean,carta-dataset/trips/water-sports-greece-cyclades-paros-naxos.md
hr-water-sports-dalmatia-sailing-kayak,Maestral Country: Sailing and Sea-Kayaking Central Dalmatia,Croatia,HR,Southern & Mediterranean Europe,"Central Dalmatia — Split, Brač, Hvar & the Pakleni Islands, Vis, Šolta",Water Sports & Coastal Trips,10,7,May|June|August|September|October,"Late May–late June and early September–early October — reliable maestral, warm sea, no August berth war",€€€,1700,2900,700,1250,350,550,280,450,370,650,3,Active,,"SPU Split, 25 min to ACI Marina Split and 30 min to ACI Marina Trogir; ferry Split–Supetar (Brač) 50 min",SPU,,,sailing|sea-kayaking|bareboat-charter|maestral|dalmatia|hvar|vis|blue-cave|snorkelling,43.5089,16.4392,city,0,4539,southern-mediterranean,carta-dataset/trips/water-sports-croatia-dalmatia-sailing-kayak.md
hu-water-sports-balaton-tisza,"No Coast, Two Seas: Sailing Balaton and Paddling the Tisza Flooded Forest",Hungary,HU,Eastern & Southeastern Europe,"Lake Balaton, Lake Tisza, the Szigetköz Danube branches and Lake Velence",Water Sports & Coastal Trips,10,7,June|July|August|September,"the first three weeks of June and the first two weeks of September — water still 21–24 °C, wind reliable, shores empty",€€,925,1620,350,620,175,290,140,230,260,480,2,Moderate,Balatonfüred|Balatonkenese|Zamárdi|Tiszafüred|Poroszló,"Budapest Ferenc Liszt (BUD). MÁV line 29 from Déli/Kelenföld to Balatonfüred, ~2 h; line 30 to Siófok on the south shore. Lake Tisza is 2 h by car from Budapest on the M3; rail to Tiszafüred via Füzesabony.",BUD,Hungarian forint (HUF),Hungarian,sailing|windsurfing|wingfoil|kayaking|sup|lake-balaton|lake-tisza|non-tidal,47.4984,19.0404,country,9,2377,eastern-southeastern,cartaeasterneuropetrips/trips/hungary-balaton-tisza-water-sports.md
it-water-sports-sardinia-porto-pollo,"The Bonifacio Funnel: Porto Pollo, La Maddalena and Gallura on the Wind",Italy,IT,Southern & Mediterranean Europe,"Northern Sardinia — Gallura, Porto Pollo & the La Maddalena Archipelago",Water Sports & Coastal Trips,10,7,May|June|August|September,"Mid-May–June and September — the maestrale is at its most reliable, the water is swimmable, and the archipelago is not yet rationed by August boat traffic",€€,1500,2450,480,980,300,460,280,440,440,570,3,Active,,"OLB Olbia Costa Smeralda — 45 min to Palau and Porto Pollo, 1 h to Santa Teresa Gallura, 25 min to Porto San Paolo for Tavolara. AHO Alghero is 2 h 15.",OLB,,,windsurfing|kitesurfing|wingfoil|porto-pollo|maestrale|la-maddalena|freediving|tavolara|sardinia|marine-park,41.8919,12.5113,country,0,4721,southern-mediterranean,carta-dataset/trips/water-sports-italy-sardinia-porto-pollo.md
lt-water-sports-curonian-lagoon-svencele-nida-kite-week,Curonian Lagoon: Svencelė & Nida Kite Week,Lithuania,LT,Northern Europe & Baltics,"Curonian Lagoon and the Baltic coast, Klaipėda region",Water Sports & Coastal Trips,10,7,May|June|July|August|September|October,**May to early October.** May–June and September have the strongest and most consistent wind; July–August is warmest with reliable afternoon thermals and the busiest water,€€,900,1400,60,140,30,55,120,200,50,80,,,Svencelė|Kintai|Nida|Klaipėda,,,EUR,Lithuanian|Russian|English,,55.46,21.19,source,0,1490,northern-baltics,carta_northern_europe_baltics_trips.md#trip-29
mc-water-sports-freedive-kayak,Monaco Water Week: Freediving and Sea Kayak to Menton,Monaco,MC,Western & Central Europe,"Monaco and the Alpes-Maritimes coast, Cap d'Ail to Menton",Water Sports & Coastal Trips,10,7,June|July|August|September,Water is warmest and most freedive-friendly from July to September; June has clearer visibility and fewer tourist boats over the Posidonia meadows.,€€€,1600,2200,900,1200,350,480,100,160,250,360,2,Moderate,Monaco (Larvotto / Monte-Carlo),Nice Côte d'Azur (NCE),NCE,EUR,French|Monégasque|Italian,freediving|sea-kayak|snorkelling|posidonia|mediterranean|larvotto,43.7398,7.4273,city,0,1829,western-central,cartatripsv1/trips/mc-water-monaco-freedive-kayak.md
mc-water-sports-sailing-riviera,Monaco Sailing Week: Port Hercule to the Riviera,Monaco,MC,Western & Central Europe,Monaco and the French-Italian Riviera coast,Water Sports & Coastal Trips,10,7,May|June|September|October,"May, June, September and October carry the most reliable thermal sea breeze without August's crowding; July and August are sailable but Port Hercule and Villefranche get very busy.",€€€,1900,2600,900,1200,350,480,100,160,550,760,2,Moderate,Monaco (Port Hercule),Nice Côte d'Azur (NCE),NCE,EUR,French|Monégasque|Italian,sailing|yacht-club-de-monaco|port-hercule|riviera-coast|regatta|mistral,43.7372,7.4215,city,0,1800,western-central,cartatripsv1/trips/mc-water-monaco-sailing-riviera.md
me-water-sports-boka-ada-bojana,"Fjord and Sandbar: Kayaking Boka Kotorska, Kiting Ada Bojana",Montenegro,ME,Southern & Mediterranean Europe,"Boka Kotorska (Bay of Kotor), the Ulcinj coast & Lake Skadar",Water Sports & Coastal Trips,10,7,June|September,"Early June and September — the maestral is settled, the bay is warm and glassy in the mornings, the Ada Bojana kite schools are fully staffed, and Kotor is not yet a cruise-ship queue",€€,1150,1900,420,780,250,400,230,380,280,450,3,Active,,"TIV Tivat — 25 min to Kotor, 1 h 45 to Ulcinj. TGD Podgorica is 1 h 30 to Kotor and 1 h 20 to Ulcinj, and closer to Lake Skadar. DBV Dubrovnik is 2 h to Kotor but crosses an EU external border.",TIV,,,sea-kayaking|kitesurfing|boka-kotorska|ada-bojana|maestral|bura|lake-skadar|blue-cave|non-eu-roaming|ulcinj,42.4412,19.2631,country,0,4890,southern-mediterranean,carta-dataset/trips/water-sports-montenegro-boka-ada-bojana.md
nl-water-sports-frisian-lakes-ijsselmeer,Skûtsjes and Open Boats on the Frisian Lakes,Netherlands,NL,Western & Central Europe,Friesland lake district and the IJsselmeer,Water Sports & Coastal Trips,10,7,May|June|July|August|September,"July and August coincide with the SKS skûtsjesilen racing calendar between the lake towns; May, June and September give quieter water and steadier south-westerlies.",€€,820,1200,380,540,220,300,100,170,120,190,2,Moderate,"Sneek, Friesland",Amsterdam Schiphol (AMS),AMS,EUR,Dutch|Frisian,skutsjesilen|ijsselmeer|frisian-lakes|open-boat-charter|sneek|elfstedentocht,53.033,5.6589,city,0,1943,western-central,cartatripsv1/trips/nl-water-frisian-lakes-ijsselmeer.md
nl-water-sports-zeeland-brouwersdam-kite,The Brouwersdam Kite and Wing Foil Week,Netherlands,NL,Western & Central Europe,"Zeeland Delta, Schouwen-Duiveland and Goeree-Overflakkee",Water Sports & Coastal Trips,10,7,May|June|July|August|September,"May, June and September carry the most consistent south-westerlies without the July-August crowding; late autumn adds storm-force wind for experienced sailors only.",€€,860,1250,400,580,220,300,110,170,130,200,3,Active,"Ouddorp, Goeree-Overflakkee",Rotterdam The Hague Airport (RTM),RTM,EUR,Dutch,kitesurf|wing-foil|brouwersdam|grevelingenmeer|oosterschelde|tidal-currents,52.374,4.8897,country,0,1906,western-central,cartatripsv1/trips/nl-water-zeeland-brouwersdam-kite.md
pl-water-sports-masuria-hel,Flat Water and Side-Shore: Masurian Sailing and a Kite Week on the Hel Peninsula,Poland,PL,Eastern & Southeastern Europe,Great Masurian Lakes and the Hel Peninsula / Zatoka Pucka,Water Sports & Coastal Trips,10,7,June|July|September,"the second half of June — long days, warm bay water, and wind before the August lull",€€,935,1510,300,520,175,260,180,280,280,450,2,Moderate,Giżycko|Mikołajki|Węgorzewo|Chałupy|Jastarnia,"Warsaw (WAW/WMI) → Giżycko by train via Olsztyn/Korsze, 4–5 h. Gdańsk (GDN) is the exit airport: SKM/PKM to Gdynia, then the Hel line train down the peninsula, ~1 h 45.",GDN,Polish złoty (PLN),Polish,sailing|kitesurfing|windsurfing|kayaking|masuria|hel|baltic|lakes,54.0381,21.7644,city,7,2469,eastern-southeastern,cartaeasterneuropetrips/trips/poland-masuria-hel-water-sports.md
pt-water-sports-ericeira-peniche,"Reserve and Peninsula: Surfing Ericeira, Peniche and the Nazaré Canyon",Portugal,PT,Southern & Mediterranean Europe,"Estremadura — Ericeira World Surfing Reserve, Peniche & Nazaré",Water Sports & Coastal Trips,10,7,May|June|September|October,"Mid-September–end October — the best swell-to-weather ratio of the year, warm water, and the nortada already easing; May–June is the calm, beginner-friendly alternative",€€,1150,1950,380,780,230,380,190,330,350,520,3,Active,,"LIS Lisbon Humberto Delgado — 45 min to Ericeira, 1 h 20 to Peniche, 1 h 45 to Nazaré. OPO Porto is 2 h 15 to Nazaré if you run the trip in reverse.",LIS,,,surfing|ericeira|peniche|nazare|world-surfing-reserve|nortada|atlantic-tides|berlengas|surf-camp|wetsuits,39.3558,-9.3811,city,0,4614,southern-mediterranean,carta-dataset/trips/water-sports-portugal-ericeira-peniche.md
ro-water-sports-danube-delta-coast,Reedbeds and Rip Currents: The Danube Delta and the Romanian Coast by Paddle,Romania,RO,Eastern & Southeastern Europe,The Danube Delta & the Dobrogea Coast,Water Sports & Coastal Trips,10,7,May|June|September,"mid-May to mid-June for birds and tolerable mosquitoes, then all of September",€€,810,1450,310,560,150,240,190,330,160,320,3,Moderate,Tulcea|Crișan|Sulina|Sfântu Gheorghe|Vama Veche,Bucharest Otopeni (OTP) to Tulcea is 260 km / 4 h by road or coach; Constanța (CND) has seasonal flights [VERIFY: current CND seasonal routes]. Go carless for the delta half and pick up a hire car in Tulcea or Constanța for the coast.,OTP,Romanian leu (RON); roughly 4.95–5.05 RON to €1,Romanian|Russian (Lipovan communities),kayaking|delta|birding|pelicans|kitesurfing|biosphere-reserve|lipovan|wild-beach,45.1787,28.805,city,10,2404,eastern-southeastern,cartaeasterneuropetrips/trips/romania-danube-delta-coast-water-sports.md
